201103	32152	CLST	7	1	Y	Rethinking Greek Rationality	 	10A	105	Reed Hall	Hakan Tell	W	TMV	16	11	IP
201103	32306	CLST	11	1	N	Sex,Celibacy&Prob of Purity	REL 031 01, WGST 043 02	12	206	Dartmouth Hall	Christopher MacEvitt	W	TMV	30	23	IP
201103	30530	CLST	25	1	N	Early Roman Imperial Arch.	 	10	108	Dartmouth Hall	Roger Ulrich	W	ART	 	23	IP
201103	30532	CLST	30	90	N	Classical Art&Archaeology	 	FS	 	 	Paul Christesen	W	ART	 	14	IP
201103	32859	CLST	30	91	N	Classical Art&Archaeology	 	FS	 	 	Jeremy Rutter	W	ART	 	14	IP
201103	30533	CLST	31	90	N	Ancient Literature/History	 	FS	 	 	Paul Christesen	W	 	 	14	IP
201103	30478	CLST	85	1	N	Independ Reading/Research	 	AR	 	 	Roger Ulrich	 	 	 	0	IP
201103	30237	CLST	87	1	N	Thesis	 	AR	 	 	Roger Ulrich	 	 	 	1	IP
201103	32350	COCO	2	1	N	AmerSignLang PoetryLitPerform	 	2A	219	Wilson Hall	Larry Polansky	CI	LIT	25	25	IP
201103	32351	COCO	3	1	N	Evidence & Ethics of Argument	 	12	219	Wilson Hall	Julie Kalish	 	TMV	25	26	IP
201103	32714	COCO	9	1	N	Global Persepect. on Alcohol	 	Tu 8:30 AM-11:30 AM  	213	Baker Library	Matthew Duncan, Gail Nelson	 	INT or SOC	25	18	IP
201103	30570	COGS	2	1	N	Cognition	PSYC 028 01	2	Filene	Moore	William Kelley	 	SOC	219	113	IP
201103	30436	COGS	85	1	N	Independent Study&Research	 	AR	 	 	Lindsay Whaley	 	 	 	2	IP
201103	30499	COGS	86	1	N	Honors Research	 	AR	 	 	Lindsay Whaley	 	 	 	0	IP
201103	30500	COGS	87	1	N	Honors Thesis	 	AR	 	 	Lindsay Whaley	 	 	 	0	IP
201103	32153	COLT	7	1	Y	Modernity to Postmodernity	 	2A	150	Moore	Klaus Milich	W	LIT	16	10	IP
201103	30525	COLT	10	1	N	Lying & Truth Telling in Liter	 	10	102	Reed Hall	Monika Otter	W	INT or LIT	25	16	IP
201103	32273	COLT	49	1	N	National Allegory	ENGL 063 02	2A	107	Reed Hall	Bed Giri	NW	LIT	30	12	IP
201103	32749	COLT	50	1	N	Edward Said & Cultural Studies	ARAB 081 01	3B	105	Bartlett	Kamal Abu-Deeb	NW	LIT	 	14	IP
201103	31203	COLT	51	1	N	African Literatures	AAAS 051 01, ENGL 067 05	10A	103	Dartmouth Hall	Ayo Coly	NW	INT or LIT	16	19	IP
201103	31098	COLT	57	1	N	Gender and Islam	INTS 017 01, WGST 050 02	2	206	Dartmouth Hall	Mary Green	CI	LIT	25	26	IP
201103	32192	COLT	57	2	N	US Afro-Latino Literature	AAAS 088 01, INTS 017 02, LATS 043 01	W 2:00 PM-5:00 PM  	105	Bartlett	Antonio Tillis	 	LIT	16	16	IP
201103	31996	COLT	60	1	N	Literature and Music	MUS 013 01	2A	Lower Buck	Hopkins Center	John Kopper	W	INT or LIT	 	10	IP
201103	30604	COLT	70	1	N	Second Skin:Rflctns on Capital	 	11	209	Rockefeller	Antonio Gomez	W	LIT	20	9	IP
201103	31204	COLT	79	1	N	Independent Study	 	AR	 	 	Silvia Spitta	 	 	 	2	IP
201103	30836	COLT	87	1	N	Thesis Tutorial	 	AR	 	 	Silvia Spitta	 	 	 	4	IP
201103	30130	COLT	103	1	N	Workshop in Critical Writing	 	3A	101	Reed Hall	Klaus Mladek	 	 	 	9	 
201103	30937	COSC	3	1	N	Computational Thinking	 	2	115	Sudikoff	Tanzeem Choudhury	 	TLA	 	3	IP
201103	30015	COSC	5	1	N	Intro to Computer Science	 	2	8	Kemeny Hall	Thomas Cormen	 	TLA	 	116	IP
201103	30110	COSC	23	1	N	Software Design&Implement'n	 	10	6	Kemeny Hall	Devin Balkcom	 	TLA	 	25	IP
201103	31690	COSC	25	1	N	Algorithms	 	10	8	Steele Hall	Lisa Fleischer	 	QDS	 	20	IP
201103	31691	COSC	32	1	N	Computer Animation:St of Art	 	3A	115	Sudikoff	Lorie Loeb	 	ART	 	17	IP
201103	31692	COSC	33	1	N	Information Systems	 	2	214	Sudikoff	Amit Chakrabarti	 	TAS	 	6	IP
201103	30980	COSC	34	1	N	Machine Lrng&Stat Analysis	COSC 134 01	10A	7	Kemeny Hall	Lorenzo Torresani	 	QDS	 	23	IP
201103	30890	COSC	37	1	N	Computer Architecture	 	11	108	Kemeny Hall	Sean Smith	 	TAS	 	16	IP
